,COMPANY_ID,predicted_refund_risk,recommended_collateral_pct
144,55130e82d29b14da9b0000c1,0.56449896,0.25
146,551313eedab27dece1000100,0.6641252,0.35000000000000003
147,55142cefa452edbac7000065,0.40140072,0.1
148,551434c8361a4428b6000068,0.98430645,0.5
149,55148db0361a441c640000e8,0.19923924,0.1
150,55155ca1b8926ffd90000120,0.47191584,0.2
151,5516bb53d907733ae60001a0,0.30206665,0.1
152,5516e504084cb937520001d3,0.9619554,0.5
153,55172e25a88440d827000069,0.5423822,0.5
154,5519a9c9131a9a6161000070,0.43623355,0.15000000000000002
155,5519eef3131a9a267400016d,0.2921557,0.1
156,551a0c0b3e22717ca9000160,0.40063334,0.5
157,551c2c1e6d03ca33b00000e3,0.15928496,0.1
158,551c3f26eb0209b4a5000123,0.7554025,0.5
159,551c81aceb020969ae00025b,0.6309243,0.35000000000000003
160,551d83208fb096814700014a,0.084134586,0.1
161,551ee08d0747d8a5d10000de,0.4122765,0.5
162,551ef8960747d8a5d100014f,0.08579171,0.1
163,551f0f650747d8cf83000060,0.37164515,0.1
165,552308289c44477058000148,0.43240166,0.15000000000000002
166,55242f88df0fb77930000108,0.3096668,0.1
167,55256673b04432ed15000365,0.27416337,0.1
168,5525a0866155c38947000187,0.38327163,0.1
169,5525abff5a4146552b000151,0.77519625,0.5
170,5525b5049c179c76c600004b,0.13999233,0.1
171,5525c2df6155c301030001ae,0.55515414,0.25
172,5526b6315a4146552b00035e,0.19390821,0.1
173,5526e1822d9f3825bc00007f,0.89378476,0.5
174,5526e3902d9f3825bc0000cd,0.7506555,0.5
175,552bdff27d0e134784000066,0.8823233,0.5
176,552c1ef11908478607000048,0.23709747,0.1
177,552c43350a1b2aa5f000006a,0.08464015,0.1
178,552c4ad4e352ebf0b80000a9,0.1999202,0.1
180,552d7cfc0a1b2aa5f00003d6,0.52303284,0.2
181,552d7f1b0a1b2a9471000235,0.10989008,0.1
182,552d9fad0b45c2f39800005d,0.30136228,0.1
183,552da329dded85b95100005d,0.17457087,0.1
184,552e1e55dded8584e40000c8,0.9736751,0.5
185,552ea091c7cd77a7e00001f4,0.62282944,0.35000000000000003
186,552ef7fec6935de3cd0000b1,0.4231656,0.5
187,552fd8267e71beccb0000095,0.63862854,0.35000000000000003
188,552fded5cd34806fd50000d2,0.48860648,0.2
189,552ffff57e71be2db300020f,0.08421675,0.1
190,553001bb7e71bed0a40001d1,0.89912087,0.5
191,55301aa3cd3480665e00013f,0.51900774,0.5
193,55304e2e7e71be2db30003ab,0.09613107,0.1
194,55317b520115de56b8000190,0.16997519,0.1
195,55352e8a117f32048f000099,0.43176267,0.15000000000000002
196,553538b2ec54701f310000c7,0.70105493,0.5
197,553543c87f450b244d000256,0.1674121,0.1
198,553561f6117f32048f000219,0.8227174,0.5
199,5535bb54ec54701f310002d0,0.6312294,0.5
200,5536896e7e651550140000bd,0.59823674,0.35000000000000003
201,55390e69bc50eb551d00035c,0.62778455,0.5
202,55392ce3784abc6563000086,0.19250792,0.1
203,55393a44322bcca3b5000141,0.2736671,0.1
204,55397bf3784abc0bc4000202,0.23973118,0.1
205,55398014784abc6563000287,0.13700694,0.1
206,553eb418176a8a0bff000053,0.98970544,0.5
207,553ee845176a8a87d30000e6,0.9896035,0.5
208,553fd928374bb7b5f7000195,0.43431237,0.5
209,55400299374bb75964000240,0.8285337,0.5
211,5542773feb0aea4c930000ea,0.14924501,0.1
212,5542c0c1c98cdde5820001c3,0.3960291,0.1
213,5547ac92923ca648a20000bf,0.76963985,0.5
214,5547ae897766ae078a0000d6,0.42962942,0.15000000000000002
215,5547c9747766ae078a0001f1,0.08080692,0.1
216,55490b2fa568c65fa400015b,0.2171458,0.1
217,554a57b4e13c2e00440001dd,0.82502335,0.5
218,554bb2b9687b4764600002a9,0.8172185,0.5
219,554bcec1434fb81589000358,0.38614526,0.1
220,554bd046687b476f7900036b,0.13918975,0.1
221,554cef2988ab44e46100014c,0.26481342,0.1
222,554d0d7388ab444df7000226,0.86695224,0.5
223,554d500465659d4d3900006e,0.09291297,0.1
224,5550f50daf3b6264700000e4,0.7113652,0.5
225,555121265cb223f7dd00004e,0.8476421,0.5
226,5551823ac02d8099e900014d,0.19294082,0.1
227,5552485742cb3b13d9000190,0.24813886,0.1
228,55528c4ec02d8099e9000404,0.79610825,0.5
229,55538c9eea258025ec000098,0.514389,0.2
230,5553912aea258025ec0001dd,0.27248278,0.1
231,555392c5c49fae1334000106,0.5242892,0.2
232,5553ad55ea2580e881000255,0.87785065,0.5
233,5553b4ccc49faec71f000408,0.5606177,0.25
235,5554db878900e7c680000088,0.55609787,0.35000000000000003
236,555635f40142641b2d000194,0.67662054,0.4
237,55564b3f5369472af5000133,0.43297565,0.5
238,55581207c0822f7cd4000091,0.15159196,0.1
239,555a26c5facecfd3b900009d,0.28975248,0.1
240,555c3ec425d9c2954e0002fd,0.07144039,0.1
241,555cad14eb61339b4f00012d,0.23187123,0.1
242,555d1b1eca2189e71d0000b5,0.25308535,0.1
243,555e33ce4aa930a62e000061,0.13208874,0.1
244,555e370dc43a323428000077,0.19292155,0.1
245,555e42324aa930a62e0000dd,0.21882586,0.1
246,555e4f3524c2e32694000145,0.6576928,0.35000000000000003
248,555e5d64c43a323b750000b4,0.44757488,0.5
249,555f4ee086da64ba3000005e,0.755467,0.5
250,5564d472de35df44930001fe,0.7427426,0.5
251,55661aacfb49a20c88000152,0.23709711,0.1
253,556652fa2f7aff3bc50000a0,0.21523331,0.1
254,55675987e080b664da000086,0.74246407,0.5
255,556765bfe080b6ea05000137,0.23318462,0.1
256,556768177013855b56000102,0.24841142,0.1
257,55676c98a7e55b47100000bb,0.6893604,0.4
258,55676e2ca7e55b4710000108,0.759109,0.5
259,5567c35b8578f123440000c4,0.38468778,0.1
260,556884467c7e4147d2000069,0.33286646,0.1
261,5568897701240d792500004d,0.40093303,0.1
262,55688be8d8cf65e54e00004a,0.30540502,0.1
263,5568d9bee009f59e3900004a,0.59122735,0.5
264,556dcb66fedd2a14460000e1,0.74882853,0.5
265,556de263fedd2a14460001a6,0.59120166,0.30000000000000004
266,556e213a4b627b65650000a7,0.45544276,0.30000000000000004
267,556f43b6647836bfe40000f4,0.07110529,0.1
268,5570a8bc6cbf8c0109000088,0.1216448,0.1
269,5570b5c7c1d0698d0b000273,0.23979312,0.1
270,5570f2ab0ef6ccedcf000289,0.4028253,0.1
271,55723f33781376689600017b,0.16626807,0.1
272,5575ed4d8638fa2b9a000112,0.4327509,0.15000000000000002
273,5575f9de70d8a5b54c000131,0.3701583,0.1
274,5576054870d8a5d59d0001bb,0.39380807,0.1
275,5576180770d8a5a16d000212,0.08977408,0.1
276,557730d3d32801b2b3000066,0.18445168,0.1
277,557731cbd3bde8b7e300007a,0.23096932,0.1
278,5577366fd3bde8b7e30000de,0.6307785,0.35000000000000003
279,557744a1d32801a87200005b,0.827576,0.5
280,55777f9d0ec7c038630000ac,0.09666333,0.1
281,55778298428937366900019f,0.8340803,0.5
282,5578584543aaad667d00008a,0.4251996,0.15000000000000002
285,5578911014cd6cb5ed00016c,0.3475368,0.1
286,5578b1cfd0d7c3c94500026e,0.44418138,0.5
287,5579e41272ae3d16fa0001a1,0.27047598,0.1
288,5579f15f72ae3d16fa00020b,0.18707277,0.1
289,557a065fb29cad7e4e0001b7,0.21604475,0.1
290,557b164642545437aa000083,0.52417594,0.25
291,557b174b92c9f2bbd3000078,0.57187444,0.25
292,557b2b8edf40e7a22500021e,0.5195747,0.2
293,557b2bec4254546d5f0001ea,0.6919937,0.4
294,557c65bf2fc6dc7d6d00004a,0.22157632,0.1
295,557efd0e85ee16e9050000a4,0.31321186,0.1
296,557f0b367fe53df9830000a8,0.11005608,0.1
297,557f4fa185a08bcd310001a6,0.9583665,0.5
298,55805fae6f877da53e0001da,0.73750466,0.45
299,55807a6b7b7837231300009e,0.1716557,0.1
300,5581c0ec613a440b3b00014a,0.49265012,0.2
301,5581c52bf03e9b494900004a,0.6504529,0.35000000000000003
302,558357d2da607fbeaa0002f1,0.26943442,0.1
303,55843d2ba40638072100007e,0.6982659,0.4
304,5588764b49cc23bdd40002db,0.18410946,0.1
305,5589a86fbeb3a13b7c0000bf,0.7807178,0.5
306,5589c426f02f8d58be0000d0,0.113693595,0.1
307,5589df8b5ec44fe53a000189,0.25136125,0.1
309,558b0c0c14b44f0253000069,0.7608876,0.5
310,558b3553bbd0b525990000e1,0.18484028,0.1
312,558c23fb4a45cf7833000111,0.15133148,0.1
313,558c2896eb3717cf460000b7,0.2592261,0.1
314,558c28f14a45cf3a290000dd,0.96810436,0.5
315,558c3bf24851e2c63300009b,0.312331,0.1
316,558c3f57197fa3715100009d,0.25886098,0.1
317,558c4c0feb3717645900006f,0.6872426,0.4
318,558c51a64851e2889300009d,0.5798376,0.30000000000000004
319,558c78b95f9b59d568000083,0.7340204,0.5
320,558d8baf28110322550001ed,0.10624076,0.1
321,558d981a5f9b59d56800030c,0.107640505,0.1
322,558dbf63d4bb3c2d5900006e,0.23465084,0.1
323,558ddca4ea47a757d90000b1,0.6660556,0.4
324,5591a8697628399a7a000174,0.59766287,0.30000000000000004
325,5591be7af0a2559bb80000f0,0.2123684,0.1
326,5592c933d0006a900c000167,0.17334937,0.1
327,5592f4f1a0ea088ecd0001f9,0.079548545,0.1
328,5592f91cd0006a44390001af,0.37987348,0.1
329,55930625cc7cbd37ea000182,0.33745235,0.1
330,55933d31a0ea088ecd0003fb,0.069595896,0.1
331,55958513eab52267ae000127,0.3516325,0.1
332,5595c42600796b65660002a2,0.24183366,0.1
333,559bf79ea5a52077520000df,0.45280844,0.15000000000000002
334,559c17dd72f6652d30000135,0.265832,0.1
336,559c5840a414c33dae000086,0.07586016,0.1
337,559c59576e6f8209060000db,0.5773565,0.30000000000000004
338,559c79526e6f82b5030000eb,0.1464942,0.1
339,559d6f1a71d5e13cbd00009d,0.7718011,0.5
340,559e94e726c1c1eb400000a5,0.33950782,0.1
341,559e9616e9219541160000ae,0.74229044,0.5
342,559ececce9219541160001ed,0.4176063,0.15000000000000002
343,559ee18d26c1c19baa000292,0.21302666,0.1
344,559eeda77e32061461000372,0.97952497,0.5
345,559f090baa5917ffa30000f2,0.19228864,0.1
346,55a00264aa5917ba77000341,0.13445807,0.1
347,55a429512d34bf1cfd0002ad,0.7105563,0.45
348,55a439092d34bfea100000a0,0.2983265,0.1
349,55a52c526f89db42e4000098,0.79188097,0.5
350,55a546b75cf1b34c28000135,0.43389237,0.15000000000000002
351,55a55b46da7fca99930001d4,0.32675257,0.1
352,55a567f26f89db9948000237,0.49072728,0.2
353,55a686ea2c81397340000074,0.12156537,0.1
354,55a831b886eecf90530000bb,0.7653225,0.5
355,55a833ce4fdf2747fe0000bb,0.13796353,0.1
356,55a857a24fdf27a15900014a,0.5666524,0.5
357,55a9318811ccac9b710001c1,0.98248005,0.5
358,55a9880f95a3a14dc40000e7,0.1204267,0.1
359,55ad3d15fb8c40c5a100012c,0.06674205,0.1
360,55ad77e9fb8c40a3570002c2,0.9560468,0.5
361,55ae7810694ca4ef120000c8,0.24603741,0.1
362,55ae7811694ca45a360000e9,0.46160585,0.15000000000000002
363,55ae7816d99dcbf018000156,0.27113387,0.1
364,55ae783f694ca4c24a00012a,0.42993808,0.15000000000000002
365,55ae890083ee9a6d78000057,0.7950585,0.5
366,55ae91c883ee9a6d780000f6,0.3875281,0.1
367,55ae9655aabac77b2500013d,0.17986359,0.1
368,55aea1b1694ca4ef12000314,0.48251432,0.2
369,55aff0aac5195f38b90001e1,0.59477603,0.30000000000000004
370,55b1434bdac1e613b20000f0,0.22532904,0.1
371,55b14ecb4920f513f300007f,0.72789377,0.5
372,55b150e2dac1e6381a00033d,0.32576424,0.1
374,55b2f2d9eae5680763000356,0.16058494,0.1
376,55b65efa3843531eae000063,0.78307664,0.5
377,55b7a43a7d0c3394070000bd,0.49225858,0.2
378,55b9110af9214b61ff0000e9,0.80601364,0.5
379,55b91dce0b09b5370c000240,0.2023317,0.1
380,55b96842c00271e8fe000211,0.22435504,0.1
381,55ba604ab2097711e5000119,0.16234204,0.1
382,55ba8a96b2097728430000a8,0.23378526,0.1
383,55ba9fe9b2097779200000de,0.6854006,0.4
384,55bbb4a9587c4353740001c1,0.6060597,0.30000000000000004
385,55bbc0c38fe0c1680c00005a,0.66615593,0.5
386,55bbc44ad5f5e6082900006d,0.383003,0.1
387,55bc0c2bd5f5e65c390000fd,0.084780775,0.1
388,55bfc57f0b42d73821000174,0.35896018,0.1
389,55c00aeddaa07e2d160000e0,0.9777345,0.5
390,55c016a4daa07efa4900021b,0.09639087,0.1
391,55c0cef571808964810000dc,0.2538593,0.1
392,55c0ec92bdb72779d10001da,0.09040816,0.1
393,55c130d75db17a5dae000163,0.91561687,0.5
394,55c139c67d35536be500044a,0.2956398,0.1
395,55c13cc2e507f24b4c000740,0.80287296,0.5
396,55c2388010d8b2e3bf000057,0.42874378,0.5
397,55c2769b10d8b23de3000111,0.5768415,0.5
398,55c2b856b75fe868ae00021a,0.5970265,0.5
399,55c3abd7ed5d7cc200000092,0.13110492,0.1
400,55c3c56a6e9a94e54c000128,0.78158647,0.5
401,55c3d2b2f290a6160a000239,0.6057264,0.30000000000000004
402,55c3d4cf07bea9904000008f,0.4714746,0.2
403,55c3d6e43f4b537479000054,0.18079516,0.1
404,55c50045bb0ea848ec000075,0.16816637,0.1
405,55c5052dbb0ea848ec0000e4,0.6299423,0.35000000000000003
406,55ca52dbe5225c73190005e2,0.69940275,0.5
407,55ca62e8cb2da64e0b000689,0.24721837,0.1
408,55ca700004365dfb13000052,0.25066534,0.1
409,55cb6c1a184a7f68f6000084,0.32483503,0.1
410,55cb992055d041decf000057,0.59699786,0.30000000000000004
411,55cbec71bed39cbe20000478,0.10651494,0.1
412,55cce5d5f6f6f0a24f0000bd,0.6253053,0.35000000000000003
413,55cd067d74d8cec0ac0004b9,0.20673035,0.1
414,55cd2c6a49db10b9a9000115,0.36758578,0.1
415,55ce675cb42b141ad70001ee,0.6692854,0.5
416,55d21b2d786551965d0002c2,0.929753,0.5
417,55d2637512e71f8ea9000217,0.26537976,0.1
418,55d356aac5efc08e3300009d,0.25660655,0.1
419,55d37b9f9e0f39574400027b,0.4417784,0.15000000000000002
420,55d37e899e0f3957440002e3,0.6013285,0.30000000000000004
421,55d380f0c5efc08e33000436,0.54164636,0.25
422,55d3ca622f39097165000129,0.69819516,0.4
424,55d522bb833fa7d02d000432,0.3683451,0.1
425,55d527187d691d083e00054c,0.7457752,0.5
426,55d62edd55bafa854a000146,0.7451605,0.5
427,55d639d13035f5bf86000143,0.39485672,0.1
428,55d6445c63c99867fa000056,0.8452531,0.5
429,55d659dcabb4dfdac8000604,0.22708537,0.1
430,55d65a408fe61a7d26000667,0.14171433,0.1
431,55d74189757fd80f9e00017e,0.39222887,0.1
432,55d7a28a4b914b1a490001c9,0.22614834,0.1
433,55db56fdb28c2173100002bc,0.5663949,0.25
434,55dc92792be94f8cbc000093,0.6198519,0.30000000000000004
435,55dc9ba428e6c312fa0000c8,0.9933373,0.5
436,55dcf2ebbb39a3beca0000ef,0.19982047,0.1
437,55ddf8ed66fdec80cb0000a9,0.99764246,0.5
438,55dfcb61fd8163257c0005ba,0.6517642,0.35000000000000003
440,55e0a98bf48053e0e20003b7,0.36740312,0.1
441,55e49179003ea4dc380002de,0.46228382,0.15000000000000002
442,55e4c0d2f09a01e4520004d0,0.24795367,0.1
443,55e4caae003ea4be8f000499,0.5690896,0.5
444,55e627ad3172b86af80005a4,0.6588204,0.35000000000000003
445,55e62c9d4f7268de73000639,0.6384221,0.5
446,55e7681ba008a2c0000000db,0.7251945,0.5
447,55e7689a89142295930000bb,0.39962605,0.1
448,55e7875c89142295930002df,0.86899513,0.5
449,55e7895ff84d30d12c0002f9,0.5451604,0.25
450,55e7bfb11754728973000113,0.10837409,0.1
451,55e87b5a09d5f52771000463,0.6492322,0.35000000000000003
452,55e8be5656384671ee000671,0.38327807,0.1
455,55e9d3053f2963e981000229,0.062001497,0.1
456,55e9d8325059f05e9600015d,0.89963657,0.5
457,55e9df8c949c62dc530001d2,0.05856028,0.1
458,55ea19600d41dfc591000488,0.1400381,0.1
459,55ea1be5344533a20e0005c9,0.6336068,0.35000000000000003
460,55ef27f9f8f825e073000445,0.24584152,0.1
461,55ef4cba5fcbb5f6bd00021d,0.7198194,0.45
462,55ef70ba329bf5056100007a,0.44393188,0.5
463,55f0b4a51025917954000174,0.5571086,0.5
464,55f0ce087518d47cd9000317,0.48199245,0.5
465,55f1d97f719a55f6de0003ca,0.9605807,0.5
466,55f203d5b60b658f36000731,0.09171942,0.1
467,55f32592da154fba6200044e,0.9274452,0.5
468,55f32bca0217fb5de300039c,0.23021773,0.1
470,55f718d91c1a2e3aa20001b7,0.62959886,0.35000000000000003
471,55f71af3a24a27a82200030a,0.9804216,0.5
473,55f741aca24a27a822000785,0.9435786,0.5
474,55f746c6a24a2722330007a7,0.3168568,0.1
476,55f86c4e161f9b43370000ca,0.18995772,0.1
477,55f88c6f161f9b43370004eb,0.85430926,0.5
478,55f9c37b0505c25d3f0001ca,0.2158776,0.1
479,55f9c4a2b7d144d696000200,0.21316573,0.1
480,55f9c5e6927190f5d40000df,0.65989375,0.35000000000000003
481,55f9c852927190a4cc0002a1,0.44440517,0.15000000000000002
482,55f9d2ce927190a4cc000425,0.48772514,0.2
483,55f9df8cb406090e7e00055e,0.39548865,0.1
484,55fa020ba84af1e6fb00005f,0.11250456,0.1
485,55faddb082b118c24b0000d3,0.48522642,0.2
486,55fc2a2382b1184d2b000574,0.6011,0.5
487,55fc443fc07c57a3060001d7,0.9669626,0.5
488,55fc48ecc07c57a3060002d3,0.6223714,0.5
490,55fdfd1be21fc13a7f000160,0.36582172,0.1
491,56001f1c3bac640ce5000163,0.2717724,0.1
492,560040e7d2dda82b66000240,0.156396,0.1
493,56004b939b9b0f741f0002b5,0.45110452,0.5
494,560059f2b6901b671b0000f1,0.7341274,0.5
495,560067a465c5e907d20002ba,0.29964212,0.1
496,5600a357d25fa4b5be000343,0.08512656,0.1
497,5600f1a42596ab671e000098,0.08651537,0.1
498,560194cea7a604d0c90004a6,0.40327355,0.5
500,5601b2faa7a604f15e00069e,0.23501025,0.1
501,5601b7f3d25fa47c9b000102,0.29614353,0.1
502,5601bd3a20c9b432800000bd,0.76425374,0.5
503,5601d0a8095d41587800005b,0.9459868,0.5
505,5602f1694d42e61596000141,0.6174473,0.5
506,5602f277e566a8a2bb000161,0.8268777,0.5
507,5603291bd837bf4d40000137,0.48356166,0.2
508,560353e962f2f0273f00042b,0.5235383,0.5
509,560358ccbc0e88b81700040d,0.77212566,0.5
510,5603793ed837bf4d400006c5,0.20475937,0.1
511,560397f7dab5ff49bd000684,0.40224588,0.1
512,5604433170db7e2f510004d8,0.15578176,0.1
513,5604471870db7e352b0002b9,0.20306174,0.1
514,56056ae0dd9761ed790001c8,0.46138096,0.15000000000000002
516,56059ced1ed4cc71670001b4,0.38933724,0.1
517,5605cb37c8cc6ef5d700044c,0.50124544,0.2
518,56099440441ae7105b000709,0.3095724,0.1
519,560994b591adc927a1000058,0.27627006,0.1
520,56099c42441ae79c47000765,0.99777406,0.5
521,5609c033be21cccec200039f,0.1539654,0.1
522,5609df10441ae7375800028f,0.119937,0.1
523,560a0b9d91adc9ddc0000525,0.17731395,0.1
524,560a0ea755a3d4d43d000987,0.6898709,0.4
525,560ac8d39865388009000326,0.63221776,0.35000000000000003
526,560ad6ab4221130534000425,0.25432658,0.1
527,560ad9cc1cc95af48600050f,0.08718817,0.1
528,560adb8ecfb2ed6cbe000551,0.39021936,0.1
529,560b1032986538217500022d,0.16225594,0.1
530,560b1e5edee2223dd5000325,0.05674248,0.1
531,560b343fcfb2ed80240003dd,0.3221457,0.1
532,560c2cfb5ea01ebca400064f,0.26518753,0.1
533,560c375f069b076090000585,0.35915974,0.1
534,560c39487712ea4064000689,0.27150705,0.1
535,560c3a2248f3c668340006fd,0.18504791,0.1
536,560c45f748f3c68796000803,0.51819664,0.5
537,560d5fa7672672a27b00005a,0.3100633,0.1
538,560d62c6672672a27b0000c0,0.11300703,0.1
539,560d7f491170290380000443,0.42817283,0.5
540,560d7ffcc38c8bd0340003dc,0.34418252,0.1
541,560d90bc354101726e000131,0.5861364,0.30000000000000004
542,560d97c435410106e00001fa,0.89343446,0.5
544,560ec37acf9fdaff4300039b,0.5365856,0.5
545,560ef3d413f6aecfec000159,0.39945197,0.1
546,560f0b8773e9fd6f810002e2,0.53238666,0.25
547,560f0da028208e3d3b0003df,0.111187294,0.1
548,560f35bd3b72bbb34a0004b7,0.5754074,0.25
549,5612ddb99b782692f500024f,0.6927086,0.4
550,5613205534ac6aee14000746,0.5349007,0.25
